subject	activity	domain	signal	feature	axis	valuetype	meanvalue	count
17	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.986826527241379	29
18	LAYING	Frequency	Body	Acceleration	X	mean	-0.714227764615385	364
18	LAYING	Frequency	Body	Acceleration	X	std	-0.687850549203297	364
18	LAYING	Frequency	Body	Acceleration	Y	mean	-0.663659666593407	364
18	LAYING	Frequency	Body	Acceleration	Y	std	-0.632838238002747	364
18	LAYING	Frequency	Body	Acceleration	Z	mean	-0.761229192087912	364
18	LAYING	Frequency	Body	Acceleration	Z	std	-0.694874090513736	364
18	LAYING	Frequency	Body	AccelerationJerk	X	mean	-0.750020077252747	364
18	LAYING	Frequency	Body	AccelerationJerk	X	std	-0.742517893708791	364
18	LAYING	Frequency	Body	AccelerationJerk	Y	mean	-0.744113444532967	364
18	LAYING	Frequency	Body	AccelerationJerk	Y	std	-0.739197834642857	364
18	LAYING	Frequency	Body	AccelerationJerk	Z	mean	-0.833032083021978	364
18	LAYING	Frequency	Body	AccelerationJerk	Z	std	-0.860168954615385	364
18	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.742323821887363	364
18	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.750189976318681	364
18	LAYING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.697732862178571	364
18	LAYING	Frequency	Body	AccelerationMagnitude	NA	std	-0.733904051236264	364
18	LAYING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.88466302260989	364
18	LAYING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.902206780607143	364
18	LAYING	Frequency	Body	AngularVelocity	X	mean	-0.787757637521978	364
18	LAYING	Frequency	Body	AngularVelocity	X	std	-0.812175241332418	364
18	LAYING	Frequency	Body	AngularVelocity	Y	mean	-0.816385880247253	364
18	LAYING	Frequency	Body	AngularVelocity	Y	std	-0.759665554340659	364
18	LAYING	Frequency	Body	AngularVelocity	Z	mean	-0.755926770686813	364
18	LAYING	Frequency	Body	AngularVelocity	Z	std	-0.766381665384615	364
18	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.816286626730769	364
18	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.789777674554945	364
18	LAYING	Time	Body	Acceleration	X	mean	0.276324152142857	364
18	LAYING	Time	Body	Acceleration	X	std	-0.694616884972527	364
18	LAYING	Time	Body	Acceleration	Y	mean	-0.0172831546595266	364
18	LAYING	Time	Body	Acceleration	Y	std	-0.627117507326923	364
18	LAYING	Time	Body	Acceleration	Z	mean	-0.108112251068681	364
18	LAYING	Time	Body	Acceleration	Z	std	-0.701596039615385	364
18	LAYING	Time	Body	AccelerationJerk	X	mean	0.077480921531044	364
18	LAYING	Time	Body	AccelerationJerk	X	std	-0.734644450054945	364
18	LAYING	Time	Body	AccelerationJerk	Y	mean	0.0128850449171841	364
18	LAYING	Time	Body	AccelerationJerk	Y	std	-0.732969175274725	364
18	LAYING	Time	Body	AccelerationJerk	Z	mean	0.000848545124184616	364
18	LAYING	Time	Body	AccelerationJerk	Z	std	-0.847257765851648	364
18	LAYING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.753904676895604	364
18	LAYING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.745212812708791	364
18	LAYING	Time	Body	AccelerationMagnitude	NA	mean	-0.658370952115385	364
18	LAYING	Time	Body	AccelerationMagnitude	NA	std	-0.689671890376374	364
18	LAYING	Time	Body	AngularJerk	X	mean	-0.0944029581558242	364
18	LAYING	Time	Body	AngularJerk	X	std	-0.842893477884615	364
18	LAYING	Time	Body	AngularJerk	Y	mean	-0.044169186546978	364
18	LAYING	Time	Body	AngularJerk	Y	std	-0.884050472967033	364
18	LAYING	Time	Body	AngularJerk	Z	mean	-0.0568482569002198	364
18	LAYING	Time	Body	AngularJerk	Z	std	-0.83861466293956	364
18	LAYING	Time	Body	AngularJerkMagnitude	NA	mean	-0.859899942335165	364
18	LAYING	Time	Body	AngularJerkMagnitude	NA	std	-0.88856533728022	364
18	LAYING	Time	Body	AngularVelocity	X	mean	-0.0373993798891484	364
18	LAYING	Time	Body	AngularVelocity	X	std	-0.804533729046703	364
18	LAYING	Time	Body	AngularVelocity	Y	mean	-0.0678200104982143	364
18	LAYING	Time	Body	AngularVelocity	Y	std	-0.777361713653846	364
18	LAYING	Time	Body	AngularVelocity	Z	mean	0.0908402866868132	364
18	LAYING	Time	Body	AngularVelocity	Z	std	-0.745612483131868	364
18	LAYING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.714735668626374	364
18	LAYING	Time	Body	AngularVelocityMagnitude	NA	std	-0.775779058758242	364
18	LAYING	Time	Gravity	Acceleration	X	mean	0.716863248351648	364
18	LAYING	Time	Gravity	Acceleration	X	std	-0.980138675796703	364
18	LAYING	Time	Gravity	Acceleration	Y	mean	-0.01578199625	364
18	LAYING	Time	Gravity	Acceleration	Y	std	-0.969542030412088	364
18	LAYING	Time	Gravity	Acceleration	Z	mean	0.0899901746593407	364
18	LAYING	Time	Gravity	Acceleration	Z	std	-0.959434177692308	364
18	LAYING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.658370952115385	364
18	LAYING	Time	Gravity	AccelerationMagnitude	NA	std	-0.689671890376374	364
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	mean	-0.587050355097528	360
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	std	-0.5708979748225	360
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.521888076609778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	std	-0.530901585022361	360
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.647026298284028	360
19	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	std	-0.680291382637222	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.593157169174611	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.586910128980833	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.596694943936944	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.572596722878	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.680924493180556	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.728521901498861	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.576064647812278	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.641089005857778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.556404444967972	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.689860920113889	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.719519008752778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.754223739441667	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.553089575942778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.666071315599889	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.641337299817778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.650105402347778	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.602625307818389	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.694729075491667	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.636287999799167	360
19	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.662325968145833	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	mean	0.269723487105556	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	std	-0.574658922919194	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	mean	-0.0182031515710306	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	std	-0.507035084992639	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	mean	-0.118277180099383	360
19	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	std	-0.649184726556944	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0774171147766389	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	std	-0.571088266146083	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.0115812421960876	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.571311190432222	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.00186198850195833	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.705342976190833	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.5762252472125	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.601918552871944	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.531507362111361	360
19	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.599552767486306	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	mean	-0.0895939425055556	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	std	-0.618836206634444	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0383208736670278	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	std	-0.725991380623889	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0569649444286944	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	std	-0.686684583831583	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.683436541824444	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.7255986988425	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0385723953346511	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	std	-0.637789914575556	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0681420603177778	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	std	-0.643866300560306	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0883609591559167	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	std	-0.645682212189167	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.548919668132222	360
19	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.610093380740278	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	mean	0.475323016	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	std	-0.958290447861111	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	mean	0.0964052626666667	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	std	-0.95925383425	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	mean	0.233011401195083	360
19	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	std	-0.94180028475	360
19	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.531507362111361	360
19	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.599552767486306	360
20	LAYING	Frequency	Body	Acceleration	X	mean	-0.612641113666949	354
20	LAYING	Frequency	Body	Acceleration	X	std	-0.60314894923565	354
20	LAYING	Frequency	Body	Acceleration	Y	mean	-0.426398722000395	354
20	LAYING	Frequency	Body	Acceleration	Y	std	-0.381534028764124	354
20	LAYING	Frequency	Body	Acceleration	Z	mean	-0.665006945724294	354
20	LAYING	Frequency	Body	Acceleration	Z	std	-0.647515612457627	354
20	LAYING	Frequency	Body	AccelerationJerk	X	mean	-0.652264226931438	354
20	LAYING	Frequency	Body	AccelerationJerk	X	std	-0.634710081102825	354
20	LAYING	Frequency	Body	AccelerationJerk	Y	mean	-0.557791286001412	354
20	LAYING	Frequency	Body	AccelerationJerk	Y	std	-0.525907610282373	354
20	LAYING	Frequency	Body	AccelerationJerk	Z	mean	-0.732835648957627	354
20	LAYING	Frequency	Body	AccelerationJerk	Z	std	-0.760509114748588	354
20	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.584571446817062	354
20	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.597351046813729	354
20	LAYING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.560278889421186	354
20	LAYING	Frequency	Body	AccelerationMagnitude	NA	std	-0.648306198707062	354
20	LAYING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.692638075749774	354
20	LAYING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.694680032329943	354
20	LAYING	Frequency	Body	AngularVelocity	X	mean	-0.626445370827119	354
20	LAYING	Frequency	Body	AngularVelocity	X	std	-0.704481841200565	354
20	LAYING	Frequency	Body	AngularVelocity	Y	mean	-0.591039733449633	354
20	LAYING	Frequency	Body	AngularVelocity	Y	std	-0.567588605842655	354
20	LAYING	Frequency	Body	AngularVelocity	Z	mean	-0.518444509491525	354
20	LAYING	Frequency	Body	AngularVelocity	Z	std	-0.575002191142655	354
20	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.606970915061638	354
20	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.635816314618644	354
20	LAYING	Time	Body	Acceleration	X	mean	0.268425757926554	354
20	LAYING	Time	Body	Acceleration	X	std	-0.60484669490339	354
20	LAYING	Time	Body	Acceleration	Y	mean	-0.0175912993773164	354
20	LAYING	Time	Body	Acceleration	Y	std	-0.369336706508757	354
20	LAYING	Time	Body	Acceleration	Z	mean	-0.108029145824294	354
20	LAYING	Time	Body	Acceleration	Z	std	-0.634787346548023	354
20	LAYING	Time	Body	AccelerationJerk	X	mean	0.079818125480791	354
20	LAYING	Time	Body	AccelerationJerk	X	std	-0.627098830685593	354
20	LAYING	Time	Body	AccelerationJerk	Y	mean	0.00220928707107345	354
20	LAYING	Time	Body	AccelerationJerk	Y	std	-0.527174601581921	354
20	LAYING	Time	Body	AccelerationJerk	Z	mean	-0.00450611895602542	354
20	LAYING	Time	Body	AccelerationJerk	Z	std	-0.747362572898305	354
20	LAYING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.619698756735028	354
20	LAYING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.588644307467599	354
20	LAYING	Time	Body	AccelerationMagnitude	NA	mean	-0.517257429345412	354
20	LAYING	Time	Body	AccelerationMagnitude	NA	std	-0.572325820319209	354
20	LAYING	Time	Body	AngularJerk	X	mean	-0.094982179135	354
20	LAYING	Time	Body	AngularJerk	X	std	-0.698354145936441	354
20	LAYING	Time	Body	AngularJerk	Y	mean	-0.0414356124141243	354
20	LAYING	Time	Body	AngularJerk	Y	std	-0.684280685533898	354
20	LAYING	Time	Body	AngularJerk	Z	mean	-0.0543001277610169	354
20	LAYING	Time	Body	AngularJerk	Z	std	-0.636715878557062	354
20	LAYING	Time	Body	AngularJerkMagnitude	NA	mean	-0.684048497355932	354
20	LAYING	Time	Body	AngularJerkMagnitude	NA	std	-0.683503744537853	354
20	LAYING	Time	Body	AngularVelocity	X	mean	-0.0242488811785028	354
20	LAYING	Time	Body	AngularVelocity	X	std	-0.684586332415254	354
20	LAYING	Time	Body	AngularVelocity	Y	mean	-0.0789448418069209	354
20	LAYING	Time	Body	AngularVelocity	Y	std	-0.573677383024548	354
20	LAYING	Time	Body	AngularVelocity	Z	mean	0.0856280628860452	354
20	LAYING	Time	Body	AngularVelocity	Z	std	-0.52727797039661	354
20	LAYING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.516861235888701	354
20	LAYING	Time	Body	AngularVelocityMagnitude	NA	std	-0.580023613494576	354
20	LAYING	Time	Gravity	Acceleration	X	mean	0.628040637177966	354
20	LAYING	Time	Gravity	Acceleration	X	std	-0.958201862627119	354
20	LAYING	Time	Gravity	Acceleration	Y	mean	-0.0373059475847458	354
20	LAYING	Time	Gravity	Acceleration	Y	std	-0.952506793418079	354
20	LAYING	Time	Gravity	Acceleration	Z	mean	0.10723075947935	354
20	LAYING	Time	Gravity	Acceleration	Z	std	-0.940981537502825	354
20	LAYING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.517257429345412	354
20	LAYING	Time	Gravity	AccelerationMagnitude	NA	std	-0.572325820319209	354
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	mean	-0.693486097144118	408
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	X	std	-0.665349663426471	408
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.59377821414902	408
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Y	std	-0.578748586831863	408
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.707713799021814	408
21	WALKING_DOWNSTAIRS	Frequency	Body	Acceleration	Z	std	-0.675588192778676	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.71641413145049	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.709800728388235	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.678615118728922	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.674102360655147	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.767351986555392	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.794922813673627	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.679742584809363	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.683725127418382	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.658664719514706	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.714345739215931	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.826275026053922	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.834949863259804	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.752040828651961	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.811026710110294	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.759325714811275	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.771388318823529	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.709471420465686	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.728319304730637	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.776473060171569	408
21	WALKING_DOWNSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.793158526279412	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	mean	0.277466525522059	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	X	std	-0.672323867377451	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	mean	-0.0176664578561765	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Y	std	-0.565585190336299	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	mean	-0.10877848058848	408
21	WALKING_DOWNSTAIRS	Time	Body	Acceleration	Z	std	-0.669621813176471	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0822207874776961	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	X	std	-0.699763344205784	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	mean	0.00350107553584853	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.66515912310562	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.010659072671299	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.78182390148299	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.703461275879657	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.680069218953922	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.620309259553676	408
21	WALKING_DOWNSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.6601960145	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	mean	-0.100558317889216	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	X	std	-0.792483156720588	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0408236141863333	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Y	std	-0.815859336004902	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0533861046416422	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerk	Z	std	-0.812017312181373	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.807817403137255	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.82408989995098	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	mean	-0.0276346639303578	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	X	std	-0.79617228689951	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.0784719736838971	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Y	std	-0.765057760637255	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0861212668362745	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocity	Z	std	-0.701642028499559	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.693779224517157	408
21	WALKING_DOWNSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.761303119652451	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	mean	0.645775957808824	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	X	std	-0.965586634460784	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	mean	-0.0750963071446078	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Y	std	-0.969330818455882	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	mean	0.0321851774362745	408
21	WALKING_DOWNSTAIRS	Time	Gravity	Acceleration	Z	std	-0.953093993308823	408
21	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.620309259553676	408
21	WALKING_DOWNSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.6601960145	408
22	SITTING	Frequency	Body	Acceleration	X	mean	-0.0414589456	22
22	SITTING	Frequency	Body	Acceleration	X	std	0.118339545340909	22
22	SITTING	Frequency	Body	Acceleration	Y	mean	0.1231057773	22
22	SITTING	Frequency	Body	Acceleration	Y	std	0.190673821868182	22
22	SITTING	Frequency	Body	Acceleration	Z	mean	-0.198565773954545	22
22	SITTING	Frequency	Body	Acceleration	Z	std	-0.1092913705	22
22	SITTING	Frequency	Body	AccelerationJerk	X	mean	0.00774466264545455	22
22	SITTING	Frequency	Body	AccelerationJerk	X	std	-0.0416593402068182	22
22	SITTING	Frequency	Body	AccelerationJerk	Y	mean	-0.042898966	22
22	SITTING	Frequency	Body	AccelerationJerk	Y	std	-0.0801154312545455	22
22	SITTING	Frequency	Body	AccelerationJerk	Z	mean	-0.38815349	22
22	SITTING	Frequency	Body	AccelerationJerk	Z	std	-0.500476129545455	22
22	SITTING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	0.00382710664090909	22
22	SITTING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.0977799986818182	22
22	SITTING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.0295832732681818	22
22	SITTING	Frequency	Body	AccelerationMagnitude	NA	std	-0.323464307272727	22
22	SITTING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.642050515	22
22	SITTING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.673087576363636	22
22	SITTING	Frequency	Body	AngularVelocity	X	mean	-0.237124032272727	22
22	SITTING	Frequency	Body	AngularVelocity	X	std	-0.423153909545455	22
22	SITTING	Frequency	Body	AngularVelocity	Y	mean	-0.483080167727273	22
22	SITTING	Frequency	Body	AngularVelocity	Y	std	-0.437456513181818	22
22	SITTING	Frequency	Body	AngularVelocity	Z	mean	-0.158548504727273	22
22	SITTING	Frequency	Body	AngularVelocity	Z	std	-0.205526546681818	22
22	SITTING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.354449740454545	22
22	SITTING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.2723853645	22
22	SITTING	Time	Body	Acceleration	X	mean	0.242298449272727	22
22	SITTING	Time	Body	Acceleration	X	std	0.0764832471304546	22
22	SITTING	Time	Body	Acceleration	Y	mean	-0.0316561370181818	22
22	SITTING	Time	Body	Acceleration	Y	std	0.219952845181818	22
22	SITTING	Time	Body	Acceleration	Z	mean	-0.105664296590909	22
22	SITTING	Time	Body	Acceleration	Z	std	-0.0935184360181818	22
22	SITTING	Time	Body	AccelerationJerk	X	mean	0.105897183954545	22
22	SITTING	Time	Body	AccelerationJerk	X	std	0.0296014137090909	22
22	SITTING	Time	Body	AccelerationJerk	Y	mean	0.0320774996545455	22
22	SITTING	Time	Body	AccelerationJerk	Y	std	-0.0270976569090909	22
22	SITTING	Time	Body	AccelerationJerk	Z	mean	-0.0326983629140909	22
22	SITTING	Time	Body	AccelerationJerk	Z	std	-0.444640860909091	22
22	SITTING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.0662072290227273	22
22	SITTING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.0363532663636364	22
22	SITTING	Time	Body	AccelerationMagnitude	NA	mean	0.194598717272727	22
22	SITTING	Time	Body	AccelerationMagnitude	NA	std	-0.126888896863636	22
22	SITTING	Time	Body	AngularJerk	X	mean	-0.119050870677727	22
22	SITTING	Time	Body	AngularJerk	X	std	-0.388955637727273	22
22	SITTING	Time	Body	AngularJerk	Y	mean	-0.0593756069681818	22
22	SITTING	Time	Body	AngularJerk	Y	std	-0.665547723636364	22
22	SITTING	Time	Body	AngularJerk	Z	mean	-0.0743422650272727	22
22	SITTING	Time	Body	AngularJerk	Z	std	-0.482172029090909	22
22	SITTING	Time	Body	AngularJerkMagnitude	NA	mean	-0.543885972272727	22
22	SITTING	Time	Body	AngularJerkMagnitude	NA	std	-0.644416388636364	22
22	SITTING	Time	Body	AngularVelocity	X	mean	0.119614300727273	22
22	SITTING	Time	Body	AngularVelocity	X	std	-0.377598602272727	22
22	SITTING	Time	Body	AngularVelocity	Y	mean	-0.172162155445455	22
22	SITTING	Time	Body	AngularVelocity	Y	std	-0.451114613181818	22
22	SITTING	Time	Body	AngularVelocity	Z	mean	-0.0046475084	22
